Kód	Název	Id	Id nadřízené
30123600-3  	Stroje pro manipulaci s mincemi	18498	18492
30123610-6  	Stroje pro třídění mincí 	18499	18498
30123620-9  	Stroje pro počítání mincí	18500	18498
30123630-2  	Stroje pro balení mincí	18501	18498
30124000-4  	Části a příslušenství kancelářských strojů 	18502	18480
30124100-5  	Zapékací jednotky	18503	18502
30124110-8  	Zapékací olej	18504	18503
30124120-1  	Stěrka zapékací jednotky 	18505	18503
30124130-4  	Lampy zapékacích jednotek	18506	18503
30124140-7  	Čisticí podložka zapékacích jednotek 	18507	18503
30124150-0  	Filtry zapékacích jednotek 	18508	18503
30124200-6  	Sady zapékacích jednotek 	18509	18502
30124300-7  	Válce pro kancelářské stroje 	18510	18502
30124400-8  	Zásobníky na sponky	18511	18502
30124500-9  	Příslušenství ke skenerům	18512	18502
30124510-2  	Endorsery	18513	18512
30124520-5  	Podavače dokumentů pro skener	18514	18512
30124530-8  	Adaptér transparentních předloh pro skener 	18515	18512
30125000-1  	Části a příslušenství fotokopírovacích strojů	18516	18480
30125100-2  	Zásobníky tonerů 	18517	18516
30125110-5  	Tonery pro laserové tiskárny/faxové přístroje	18518	18517
30125120-8  	Tonery pro fotokopírovací stroje 	18519	18517
30125130-1  	Tonery pro střediska zpracování dat a výzkumná a dokumentační střediska	18520	18517
30130000-9  	Zařízení pro pošty 	18521	18477
30131000-6  	Zařízení pro podatelny 	18522	18521
30131100-7  	Stroje na skládání papíru nebo obálek	18523	18522
30131200-8  	Stroje pro vkládání do obálek	18524	18522
30131300-9  	Adresovací stroje	18525	18522
30131400-0  	Poštovní stroje	18526	18522
30131500-1  	Otevírače obálek 	18527	18522
30131600-2  	Obálkovací stroje	18528	18522
30131700-3  	Stroje na odstraňování známek	18529	18522
30131800-4  	Stroje na lepení známek	18530	18522
30132000-3  	Třídící zařízení 	18531	18521
30132100-4  	Zařízení na třídění zásilek	18532	18531
30132200-5  	Počítačky bankovek 	18533	18531
30132300-6  	Třídičky 	18534	18531
30133000-0  	Poštovní zařízení	18535	18521
30133100-1  	Zařízení k posílání hromadných zásilek 	18536	18535
30140000-2  	Počítací a účtovací stroje 	18537	18477
30141000-9  	Počítací stroje	18538	18537
30141100-0  	Kapesní elektronické kalkulačky	18539	18538
30141200-1  	Stolní kalkulačky	18540	18538
30141300-2  	Kalkulačky s tiskem	18541	18538
30141400-3  	Sčítací stroje 	18542	18538
30142000-6  	Účtovací stroje a pokladny 	18543	18537
30142100-7  	Účtovací stroje	18544	18543
30142200-8  	Pokladny 	15495	18543
30144000-0  	Stroje počítacího typu 	9098	18537
30144100-1  	Frankovací stroje	13853	9098
30144200-2  	Stroje na vydávání jízdenek nebo vstupenek 	13854	9098
30144300-3  	Stroje k počítání vozidel	13855	9098
30144400-4  	Automatický výběr poplatků 	13856	9098
30145000-7  	Součásti a příslušenství kalkulátorů 	13857	18537
30145100-8  	Kotoučky do kalkulaček 	13858	13857
30150000-5  	Psací stroje 	13859	18477
30151000-2  	Elektrické psací stroje	13860	13859
30152000-9  	Součásti a příslušenství psacích strojů	13861	13859
30160000-8  	Karty se zabudovaným magnetickým proužkem	13862	18477
30161000-5  	Kreditní karty 	13863	13862
30162000-2  	Karty smart	13864	13862
30163000-9  	Úvěrové karty	13865	13862
30163100-0  	Karty pro odběr pohonných hmot 	13866	13865
30170000-1  	Štítkovací stroje	13867	18477
30171000-8  	Datovací nebo číslovací stroje 	13868	13867
30172000-5  	Stroje na tisk osobních průkazů	13869	13867
30173000-2  	Stroje na aplikaci štítků	13870	13867
30174000-9  	Stroje na výrobu štítků	13871	13867
30175000-6  	Popisovací zařízení	13872	13867
30176000-3  	Reliéfní štítkovač 	13873	13867
30177000-0  	Automatické štítkovací systémy 	13874	13867
30178000-7  	Poloautomatické štítkovací systémy 	13875	13867
30179000-4  	Zásobník na štítky 	13876	13867
30180000-4  	Stroje na razítkování a vypisování šeků	13877	18477
30181000-1  	Stroje na razítkování šeků 	13878	13877
30182000-8  	Stroje na vypisování šeků	13879	13877
30190000-7  	Různé kancelářské zařízení a potřeby 	13880	18477
30191000-4  	Kancelářské zařízení mimo nábytku	13881	13880
30191100-5  	Zařízení pro archivaci dokumentů 	13882	13881
30191110-8  	Karuselový systém na vizitky 	13883	13882
30191120-1  	Stojany na časopisy	13884	13882
30191130-4  	Svorkový držák na spisy	13885	13882
30191140-7  	Příslušenství pro osobní identifikaci	13886	13882
30191200-6  	Zpětné projektory	13887	13881
30191400-8  	Skartovačky	13888	13881
30192000-1  	Kancelářské potřeby	13889	13880
30192100-2  	Mazací pryž	13890	13889
30192110-5  	Inkoustové výrobky 	13891	13890
30192111-2  	Razítkové polštářky	13892	13891
30192112-9  	Barvící pásky	13893	13891
30192113-6  	Inkoustové náplně	13894	13891
30192121-5  	Kuličková pera 	13895	13891
30192122-2  	Plnící pera	13896	13891
30192123-9  	Pera s plstěným hrotem 	13897	13891
30192124-6  	Fixy 	13898	13891
30192125-3  	Značkovače 	13899	13891
30192126-0  	Technická pera 	13900	13891
30192127-7  	Držáky na pera 	13901	13891
30192130-1  	Tužky	13902	13890
30192131-8  	Tužky s tuhou v pevné pochvě 	13903	13902
30192132-5  	Náhradní tuhy do tužek 	13904	13902
30192133-2  	Ořezávátka tužek 	13905	13902
30192134-9  	Držáky na tužky	13906	13902
30192150-7  	Nastavitelná datovací razítka	13907	13890
30192151-4  	Pečetidla	13908	13907
30192152-1  	Nastavitelná číselná razítka 	13909	13907
30192153-8  	Textová razítka	13910	13907
30192154-5  	Náhradní razítkové polštářky 	13911	13907
30192155-2  	Držáky na kancelářská razítka	13912	13907
30192160-0  	Korektory	13913	13890
30192170-3  	Nástěnky 	13914	13890
30192200-3  	Měřící pásma 	13915	13889
30192300-4  	Inkoustové pásky 	13916	13889
30192310-7  	Pásky do psacích strojů	13917	13916
30192320-0  	Pásky do tiskáren	13918	13916
30192330-3  	Pásky a kotouče do kalkulaček	13919	13916
30192340-6  	Faxové pásky 	13920	13916
30192350-9  	Pásky do pokladen	13921	13916
30192400-5  	Reprografické doplňky	13922	13889
30192500-6  	Závěsné transparenty 	13923	13889
30192600-7  	Kreslicí tabule	13924	13889
30192700-8  	Papírnické zboží 	13925	13889
30192800-9  	Samolepící štítky	13926	13889
30192900-0  	Korekční prostředky	13927	13889
30192910-3  	Korekční pásky 	13928	13927
30192920-6  	Korekční tekutina	13929	13927
30192930-9  	Korekční pera	13930	13927
30192940-2  	Náplně do korekčních per 	13931	13927
30192950-5  	Elektrické vymazávače	13932	13927
30193000-8  	Organizéry a příslušenství 	13933	13880
30193100-9  	Dělicí přepážky do zásuvek 	13934	13933
30193200-0  	Přihrádky na dopisy nebo organizéry	13935	13933
30193300-1  	Závěsné organizéry 	13936	13933
30193400-2  	Zarážky na knihy 	13937	13933
30193500-3  	Stojany na tiskoviny 	13938	13933
30193600-4  	Stojánky na diáře nebo kalendáře 	13939	13933
30193700-5  	Krabice na ukládání spisů	13940	13933
30193800-6  	Držáky na vzkazy 	13941	13933
30193900-7  	Držáky kopií 	16027	13933
30194000-5  	Rýsovací potřeby 	16028	13880
30194100-6  	Křivítka 	16029	16028
30194200-7  	Pásky, filmy a jiné pomůcky na přilepení výkresů 	16030	16028
30194210-0  	Pásky a jiné pomůcky na přilepení výkresů	16031	16030
30194220-3  	Lepicí filmy 	16032	16030
30194300-8  	Rýsovací soupravy, sady a papíry 	16033	16028
30194310-1  	Rýsovací soupravy nebo sady	16034	16033
30194320-4  	Rýsovací papíry	16035	16033
30194400-9  	Kryty rýsovacích stolů 	16036	16028
30194500-0  	Pomůcky pro psaní písmen 	16037	16028
30194600-1  	Úhloměry 	16038	16028
30194700-2  	Šablony	16039	16028
30194800-3  	Příložníky a trojúhelníky	16040	16028
30194810-6  	Příložníky 	16041	16040
30194820-9  	Trojúhelníky 	16042	16040
30194900-4  	Ochranné kryty pracovní plochy 	16043	16028
30195000-2  	Tabule 	16044	13880
30195100-3  	Plánovací tabule a příslušenství 	16045	16044
30195200-4  	Elektronické tabule a příslušenství	16046	16044
30195300-5  	Listové tabule a příslušenství 	16047	16044
30195400-6  	Suché stírací tabule a příslušenství 	16048	16044
30195500-7  	Křídové tabule a příslušenství 	16049	16044
30195600-8  	Vývěskové tabule a příslušenství 	16050	16044
30195700-9  	Čistící sady na tabule a příslušenství 	16051	16044
30195800-0  	Závěsné věšáky a držáky	16052	16044
30195900-1  	Bílé a magnetické tabule 	16053	16044
30195910-4  	Bílé tabule	16054	16053
30195911-1  	Příslušenství k bílým tabulím	16055	16054
30195912-8  	Stojany k bílým tabulím	16056	16054
30195913-5  	Stojany k flipchartům	16057	16054
30195920-7  	Magnetické tabule	16058	16053
30195921-4  	Stírací pomůcky k magnetickým tabulím	16059	16058
30196000-9  	Plánovací systémy	16060	13880
30196100-0  	Plánovače porad	16061	16060
30196200-1  	Termínové kalendáře a náhradní vložky	16062	16060
30196300-2  	Schránka na návrhy 	16063	16060
30197000-6  	Drobné kancelářské vybavení	16064	13880
30197100-7  	Sešívací svorky, cvočky, napínáčky 	16065	16064
30197110-0  	Sponky 	16066	16065
30197120-3  	Cvočky 	16067	16065
30197130-6  	Napínáčky	16068	16065
30197200-8  	Kroužkové vazače a kancelářské sponky	16069	16064
30197210-1  	Kroužkové vazače 	16070	16069
30197220-4  	Sponky na papír	16071	16069
30197221-1  	Držáky na kancelářské sponky 	16072	16071
30197300-9  	Otevírače dopisů, sešívačky a děrovačky	16073	16064
30197310-2  	Otevírače dopisů 	16074	16073
30197320-5  	Sešívačky	16075	16073
30197321-2  	Odstraňovače sešívacích svorek 	16076	16075
30197330-8  	Děrovačky	16077	16073
30197400-0  	Navlhčovač známek	16078	16064
30197500-1  	Pečetní vosk 	16079	16064
30197510-4  	Příslušenství k pečetnímu vosku	16080	16079
30197600-2  	Zpracovaný papír a lepenka 	16081	16064
30197610-5  	Vrstvený papír a lepenka 	16082	16081
30197620-8  	Papír určený k psaní 	16083	16081
30197621-5  	Bloky k flipchartům	16084	16083
30197630-1  	Papír určený k tisku 	16085	16081
30197640-4  	Přímopropisovací nebo jiný kopírovací papír	16086	16081
30197641-1  	Termografický papír	16087	16086
30197642-8  	Fotokopírovací a xerografický papír	16088	16086
30197643-5  	Fotokopírovací papír 	16089	16086
30197644-2  	Xerografický papír 	16090	16086
30197645-9  	Karta na tisk	16091	16086
30198000-3  	Loterijní a herní automaty 	16092	13880
30198100-4  	Herní automaty s pákou 	16093	16092
30199000-0  	Kancelářské potřeby z papíru a ostatní zboží 	16094	13880
30199100-1  	Uhlový papír, přímopropisovací papír, papírové rozmnožovací blány a samopropisovací papír	16095	16094
30199110-4  	Uhlový papír 	16096	16095
30199120-7  	Přímopropisovací papír 	16097	16095
30199130-0  	Samopropisovací papír	16098	16095
30199140-3  	Papírové rozmnožovací blány	16099	16095
30199200-2  	Obálky, dopisnice a korespondenční lístky	16100	16094
30199210-5  	Dopisnice	16101	16100
30199220-8  	Korespondenční lístky	16102	16100
30199230-1  	Obálky 	16103	16100
30199240-4  	Dopisní sady 	16104	16100
30199300-3  	Ražený nebo perforovaný papír	16105	16094
30199310-6  	Ražený nebo perforovaný papír určený k tisku 	16106	16105
30199320-9  	Ražený nebo perforovaný papír určený k psaní 	16107	16105
30199330-2  	Papír pro počítačové tiskárny v kontinuální formě	16108	16105
30199340-5  	Papír v kontinuální formě	16109	16105
30199400-4  	Gumovaný nebo lepicí papír 	16110	16094
30199410-7  	Samolepicí papír 	16111	16110
30199500-5  	Pořadače, přihrádky na dopisy a dokumenty a podobné výrobky	16112	16094
30199600-6  	Přihrádky na kancelářské potřeby 	17621	16094
30199700-7  	Tištěné papírnické výrobky jiné než tiskopisy	17884	16094
30199710-0  	Tištěné obálky 	17885	17884
30199711-7  	Tištěné obálky s oknem 	17886	17885
30199712-4  	Tištěné obálky bez okna	17887	17885
30199713-1  	Tištěné rentgenové obálky	17888	17885
30199720-3  	Poznámkový papír 	17889	17884
30199730-6  	Navštívenky	17890	17884
30199731-3  	Držáky navštívenek 	17891	17890
30199740-9  	Děkovné karty	17892	17884
30199750-2  	Kupóny 	17893	17884
30199760-5  	Štítky 	17894	17884
30199761-2  	Štítky s čárovým kódem 	17895	17894
30199762-9  	Visačky na zavazadla 	17896	17894
30199763-6  	Štítky na ochranu před krádeží 	17897	17894
30199770-8  	Stravenky	17898	17884
30199780-1  	Psací podložky 	17899	17884
30199790-4  	Rozvrhy	17900	17884
30199791-1  	Nástěnné plánovače 	17901	17900
30199792-8  	Kalendáře	17902	17900
30199793-5  	Podstavce na diáře 	17903	17900
30200000-1  	Počítače 	17904	18476
30210000-4  	Stroje na zpracování dat (technické vybavení)	17905	17904
30211000-1  	Hlavní počítače	17906	17905
30211100-2  	Superpočítače	17907	17906
30211200-3  	Technické vybavení pro hlavní počítače 	17908	17906
30211300-4  	Počítačové platformy 	17909	17906
30211400-5  	Počítačové konfigurace 	17910	17906
30211500-6  	Centrální řídící jednotka a procesory	17911	17906
30212000-8  	Technické vybavení pro minipočítače	17912	17905
30212100-9  	Centrální řídící jednotky pro minipočítače 	17913	17912
30213000-5  	Osobní počítače	17914	17905
30213100-6  	Přenosné počítače	17915	17914
30213200-7  	Tablety (PC) 	17916	17914
30213300-8  	Stolní počítač 	17917	17914
30213400-9  	Centrální řídící jednotky pro osobní počítače	17918	17914
30213500-0  	Kapesní počítače 	17919	17914
30214000-2  	Pracovní stanice 	17920	17905
30215000-9  	Mikropočítačové technické vybavení 	17921	17905
30215100-0  	Centrální řídící jednotky pro mikropočítače	17922	17921
30216000-6  	Magnetická nebo optická čtecí zařízení 	17923	17905
30216100-7  	Optická čtecí zařízení 	17924	17923
30216110-0  	Skenery pro počítačové využití 	17925	17924
30216120-3  	Optická zařízení pro rozeznávání znaků 	17926	17924
30216130-6  	Čtecí zařízení pro čárové kódy 	17927	17924
30216200-8  	Čtecí zařízení pro magnetické karty	17928	17923
30216300-9  	Snímače děrných štítků 	17929	17923
30220000-7  	Digitální kartografická zařízení 	17930	17904
30221000-4  	Digitální katastrální mapy 	17931	17930
30230000-0  	Zařízení související s počítači	17932	17904
30231000-7  	Počítačové monitory a konzoly	17933	17932
30231100-8  	Počítačové terminály 	17934	17933
30231200-9  	Konzoly	17935	17933
30231300-0  	Zobrazovací jednotky 	17936	17933
30231310-3  	Ploché monitory	17937	17936
30231320-6  	Dotykové monitory	17938	17936
30232000-4  	Periferní vybavení 	17939	17932
30232100-5  	Tiskárny a kresliče	17940	17939
30232110-8  	Laserové tiskárny	17941	17940
30232120-1  	Jehličkové tiskárny	17942	17940
30232130-4  	Barevné grafické tiskárny	17943	17940
30232140-7  	Kresliče 	17944	17940
30232150-0  	Inkoustové tiskárny	17945	17940
30232600-0  	Kódovače 	17946	17939
30232700-1  	Ústřední řídící jednotky 	17947	17939
30233000-1  	Archivovací a čtecí zařízení 	17948	17932
30233100-2  	Počítačové paměťové jednotky 	17949	17948
30233110-5  	Magnetické kartové paměťové jednotky 	17950	17949
30233120-8  	Magnetické páskové paměťové jednotky 	17951	17949
30233130-1  	Magnetické diskové paměťové jednotky 	17952	17949
30233131-8  	Disketové jednotky 	17953	17952
30233132-5  	Diskové jednotky 	17954	17952
30233140-4  	Ukládací zařízení s přímým přístupem (DASD)	17955	17949
30233141-1  	Vícenásobné diskové pole nezávislých disků (RAID)	17956	17955
30233150-7  	Optické diskové jednotky 	17957	17949
30233151-4  	Zařízení pro čtení/vypalování kompaktních disků (CD) 	17958	17957
30233152-1  	Zařízení pro čtení/vypalování DVD	17959	17957
30233153-8  	Zařízení pro čtení/vypalování CD a DVD 	17960	17957
30233160-0  	Páskové jednotky 	17961	17949
30233161-7  	Zařízení pro manipulaci s kazetami 	17962	17961
30233170-3  	Karuselové jednotky	17963	17949
30233180-6  	Archivační zařízení flash paměť	17964	17949
30233190-9  	Řídící jednotka diskové paměti 	17965	17949
30233300-4  	Čtecí zařízení pro karty smart card	17966	17948
30233310-7  	Čtecí zařízení na otisky prstů 	17967	17966
30233320-0  	Kombinovaná čtecí zařízení pro karty smart card a otisky prstů 	17968	17966
30234000-8  	Média pro ukládání dat 	16113	17932
30234100-9  	Magnetické disky 	16114	16113
30234200-0  	Optické disky	9099	16113
30234300-1  	Kompaktní disky (CD) 	13942	16113
30234400-2  	DVD	13943	16113
30234500-3  	Paměťová archivační média	13944	16113
30234600-4  	Flash paměť	13945	16113
30234700-5  	Magnetické pásky 	13946	16113
30236000-2  	Různé počítačové vybavení	13947	17932
30236100-3  	Rozšíření paměti 	13948	13947
30236110-6  	Paměť RAM	13949	13948
30236111-3  	Dynamická paměť s přímým přístupem (DRAM)	13950	13949
30236112-0  	Statická paměť s přímým přístupem (SRAM) 	13951	13949
30236113-7  	Synchronní dynamická paměť s přímým přístupem (SDRAM)	13952	13949
30236114-4  	Dynamická paměť Rambus s přímým přístupem (RDRAM)	13953	13949
30236115-1  	Synchronní grafická paměť s přímým přístupem (SGRAM) 	13954	13949
30236120-9  	Paměť pouze pro čtení (ROM)	13955	13948
30236121-6  	Programovatelná paměť pouze pro čtení (PROM) 	13956	13955
30236122-3  	Vymazatelná programovatelná paměť pouze pro čtení (EPROM)	13957	13955
30236123-0  	Elektronicky vymazatelná programovatelná paměť pouze pro čtení (EEPROM)	13958	13955
30236200-4  	Zařízení pro zpracovávání dat	13959	13947
30237000-9  	Součásti, příslušenství a doplňky pro počítače 	13960	17932
30237100-0  	Součásti počítačů	13961	13960
30237110-3  	Síťová rozhraní	13962	13961
30237120-6  	Vstupní kanály počítače	13963	13961
30237121-3  	Sériové infračervené porty 	13964	13963
30237130-9  	Počítačové karty 	13965	13961
30237131-6  	Elektronické karty 	13966	13965
30237132-3  	Rozhraní USB (univerzální sériová sběrnice)	13967	13965
30237133-0  	Adaptéry a rozhraní PCMCIA (Mezinárodní asociace pro paměťové karty osobních počítačů) 	13968	13965
30237134-7  	Grafické akcelerátory	13969	13965
30237135-4  	Karty pro síťová rozhraní	13970	13965
30237136-1  	Zvukové karty	13971	13965
30237140-2  	Základní desky 	13972	13961
30237200-1  	Počítačová příslušenství 	13973	13960
30237210-4  	Ochrana proti vyzařování monitorů	13974	13973
30237220-7  	Podložky pod myš 	13975	13973
30237230-0  	Vyrovnávací paměti 	13976	13973
30237240-3  	Webová kamera	13977	13973
30237250-6  	Čisticí příslušenství k počítačům	13978	13973
30237251-3  	Čisticí sady k počítačům 	13979	13978
30237252-0  	Rozprašovače se stlačeným vzduchem 	13980	13978
30237253-7  	Protiprachové kryty počítačového zařízení	13981	13978
30237260-9  	Rameno pro upevnění monitoru na zeď	13982	13973
30237270-2  	Pouzdra na přenosné počítače 	13983	13973
30237280-5  	Síťové příslušenství 	13984	13973
30237290-8  	Podložky zápěstí ke klávesnici 	13985	13973
30237295-3  	Ochranné kryty klávesnice	13986	13985
30237300-2  	Doplňky k počítačům	13987	13960
30237310-5  	Zásobníky pro tiskárny 	13988	13987
30237320-8  	Diskety	13989	13987
30237330-1  	Kazety DAT 	13990	13987
30237340-4  	Kazety DLT 	13991	13987
30237350-7  	Datové kazety	13992	13987
30237360-0  	Kazety LTO 	13993	13987
30237370-3  	Záznamové kazety 	13994	13987
30237380-6  	CD-ROM 	13995	13987
30237400-3  	Příslušenství pro vkládání dat 	13996	13960
30237410-6  	Počítačová myš 	13997	13996
30237420-9  	Pákové ovladače	13998	13996
30237430-2  	Světelná pera	13999	13996
30237440-5  	Kulové ovládače	14000	13996
30237450-8  	Grafické tablety 	14001	13996
30237460-1  	Počítačové klávesnice	14002	13996
30237461-8  	Programovatelné klávesnice 	14003	14002
30237470-4  	Zařízení pro slepecké písmo	14004	13996
30237475-9  	Elektrické senzory 	14005	14004
30237480-7  	Vstupní jednotky 	14006	13996
30238000-6  	Zařízení pro automatizaci knihoven 	14007	17932
31000000-6  	Elektrické strojní zařízení, přístroje, zařízení a spotřební materiál, osvětlení 	14008	0
31100000-7  	Elektromotory, generátory a transformátory 	14009	14008
31110000-0  	Elektromotory	14010	14009
31111000-7  	Adaptéry 	14011	14010
31120000-3  	Generátory 	14012	14009
31121000-0  	Generátorová soustrojí 	14013	14012
31121100-1  	Generátorová soustrojí se vznětovými motory	14014	14013
31121110-4  	Převodníky energie 	14015	14014
31121111-1  	Elektrické rotační měniče	14016	14015
31121200-2  	Generátorová soustrojí se zážehovými motory	14017	14013
31121300-3  	Generátory poháněné energií větru	14018	14013
31121310-6  	Větrné mlýny 	14019	14018
31121320-9  	Větrné turbíny 	14020	14018
31121330-2  	Generátory využívající větrné turbíny	14021	14018
31121331-9  	Turbínové rotory 	14022	14021
31121340-5  	Větrné farmy 	14023	14018
31122000-7  	Generátorové jednotky	14024	14012
31122100-8  	Palivové články	14025	14024
31124000-1  	Generátory využívající parní turbíny a přístroje s nimi spojené	14026	14012
31124100-2  	Sady turbínových generátorů	16115	14026
31124200-3  	Řídící zařízení pro turbogenerátory	16197	14026
31126000-5  	Dynama 	16198	14012
31127000-2  	Pohotovostní generátory	16199	14012
31128000-9  	Turbogenerátor 	16200	14012
31130000-6  	Alternátory	16201	14009
31131000-3  	Jednofázové motory 	16202	16201
31131100-4  	Ovladače 	16203	16202
31131200-5  	Anody	16204	16202
31132000-0  	Vícefázové motory	16205	16201
31140000-9  	Chladící věže	16206	14009
31141000-6  	Vodní chladiče 	16207	16206
31150000-2  	Předřadníky pro výbojky nebo výbojkové trubice 	16208	14009
31151000-9  	Statické měniče	16209	16208
31153000-3  	Usměrňovače	16210	16208
31154000-0  	Nepřerušitelné zdroje energie	16211	16208
31155000-7  	Měniče 	16212	16208
31156000-4  	Přerušitelné zdroje energie	16213	16208
31157000-1  	Induktory	16214	16208
31158000-8  	Nabíječky	16215	16208
31158100-9  	Nabíječky baterií	16216	16215
31158200-0  	Přeplňovací dmychadlo	16217	16215
31158300-1  	Turbodmychadlo 	16218	16215
31160000-5  	Části střídavých a stejnosměrných motorů, generátorů a transformátorů	16219	14009
31161000-2  	Části střídavých a stejnosměrných motorů a generátorů	16220	16219
31161100-3  	Budící systémy 	16221	16220
31161200-4  	Plynové chladící systémy 	16222	16220
31161300-5  	Generátorové rotory	16223	16220
31161400-6  	Primární vodní systémy 	16224	16220
31161500-7  	Mořské ropné systémy 	16225	16220
31161600-8  	Vodní systémy pro chlazení statorů 	16226	16220
31161700-9  	Části parních generátorů 	16227	16220
31161800-0  	Části plynových generátorů 	16228	16220
31161900-1  	Systémy pro řízení napětí	16229	16220
31162000-9  	Části transformátorů, indukčních cívek nebo statických měničů	16230	16219
31162100-0  	Části kondenzátorů 	16231	16230
31170000-8  	Transformátory 	16232	14009
31171000-5  	Kapalné dielektrické transformátory	16233	16232
31172000-2  	Transformátory napětí	16234	16232
31173000-9  	Přístrojové transformátory 	16235	16232
31174000-6  	Síťové transformátory	16236	16232
31200000-8  	Elektrické rozvodné a řídící zařízení	16237	14008
31210000-1  	Elektrická zařízení k spínání, vypínání nebo k ochraně elektrických obvodů 	16238	16237
31211000-8  	Desky a pojistkové skříně	16239	16238
31211100-9  	Desky pro elektrické přístroje 	16240	16239
31211110-2  	Řídící panely	16241	16240
31211200-0  	Pojistkové skříně	16242	16239
31211300-1  	Pojistky 	16243	16239
31211310-4  	Jističe	16244	16243
31211320-7  	Pojistkové bloky 	16245	16243
31211330-0  	Tavné dráty	16246	16243
31211340-3  	Držáky pojistek	16247	16243
31212000-5  	Vypínače elektrických obvodů 	16248	16238
31212100-6  	Přídavné vypínače elektrických obvodů	16249	16248
31212200-7  	Zkoušečky obvodů 	16250	16248
31212300-8  	Magnetické vypínače elektrických obvodů	16251	16248
31212400-9  	Miniaturní vypínače elektrických obvodů	16252	16248
31213000-2  	Distribuční zařízení 	16253	16238
31213100-3  	Distribuční skříně 	16254	16253
31213200-4  	Distribuční transformátory 	16255	16253
31213300-5  	Kabelová rozvodná skříň	16256	16253
31213400-6  	Distribuční systém 	16257	16253
31214000-9  	Spínací zařízení 	16258	16238
31214100-0  	Vypínače 	16259	16258
31214110-3  	Izolační vypínače	16260	16259
31214120-6  	Zemnící spínač 	16261	16259
31214130-9  	Bezpečnostní spínače 	16262	16259
31214140-2  	Spínače stmívačů 	16263	16259
31214150-5  	Válcové přepínače	16264	16259
31214160-8  	Tlakové spínače	16265	16259
31214170-1  	Kloubové spínače 	16266	16259
31214180-4  	Posuvné přepínače	16267	16259
31214190-7  	Koncové spínače	16268	16259
31214200-1  	Odpojovací spínač	16269	16258
31214300-2  	Venkovní spínací zařízení	16270	16258
31214400-3  	Odpojovací pojistný spínač 	16271	16258
31214500-4  	Elektrické rozvaděče 	16272	16258
31214510-7  	Rozvodná deska 	16273	16272
31214520-0  	Rozvaděče středního napětí 	16274	16272
31215000-6  	Omezovače napětí 	16275	16238
31216000-3  	Bleskojistky 	16276	16238
31216100-4  	Zařízení pro ochranu proti bleskům 	16277	16276
31216200-5  	Hromosvody 	16278	16276
31217000-0  	Ochrany proti přepětí	16279	16238
31218000-7  	Přípojnice 	16280	16238
31219000-4  	Ochranné skříně	16281	16238
31220000-4  	Části elektrických obvodů	16282	16237
31221000-1  	Elektrické relé	16283	16282
31221100-2  	Silová relé	16284	16283
31221200-3  	Relé pro všeobecné účely 	16285	16283
31221300-4  	Zásuvková relé 	17622	16283
31221400-5  	Relé pro střídavá napětí 	17623	16283
31221500-6  	Rtuťová relé 	17624	16283
31221600-7  	Časová relé	17625	16283
31221700-8  	Přepěťová relé 	17626	16283
31223000-5  	Objímky	17627	16282
31224000-2  	Spojovací a kontaktní články 	17628	16282
31224100-3  	Zásuvky a zástrčky 	17629	17628
31224200-4  	Koaxiální konektory	17630	17628
31224300-5  	Přípojkové skříně	17631	17628
31224400-6  	Spojovací kabely 	17632	17628
31224500-7  	Terminály	17633	17628
31224600-8  	Stmívače 	17634	17628
31224700-9  	Dělící skříně	17635	17628
31224800-0  	Soupravy pro spojování kabelů	17636	17628
31224810-3  	Prodlužovací kabely	17637	17636
31230000-7  	Díly elektrických rozvodných, řídicích a spínacích zařízení	17638	16237
31300000-9  	Izolované kabely a vodiče	17639	14008
31310000-2  	Hlavní rozvodné sítě 	17640	17639
31311000-9  	Připojení na sítě	17641	17640
31320000-5  	Kabely pro distribuci elektrické energie 	17642	17639
31321000-2  	Elektrická vedení	17643	17642
31321100-3  	Nadzemní elektrická vedení 	17644	17643
31321200-4  	Kabely nízkého a střední napětí	17645	17643
31321210-7  	Kabely nízkého napětí	17646	17645
31321220-0  	Kabely středního napětí	17647	17645
31321300-5  	Kabely vysokého napětí 	17648	17643
31321400-6  	Podvodní kabely	17649	17643
31321500-7  	Podmořské kabely 	17650	17643
31321600-8  	Stíněné kabely 	17651	17643
31321700-9  	Signalizační kabely	17652	17643
31330000-8  	Koaxiální kabely 	17653	17639
31340000-1  	Příslušenství pro izolované kabely 	17654	17639
31341000-8  	Bubny na izolované kabely	17655	17654
31342000-5  	Rozvody izolovaných kabelů 	17656	17654
31343000-2  	Spoje izolovaných kabelů 	17657	17654
31344000-9  	Izolovaná kabelová hrdla 	17658	17654
31350000-4  	Elektrické vodiče pro datové a řídící účely	17659	17639
31351000-1  	Elektrické vodiče pro systémy řízení přístupu	17660	17659
31400000-0  	Akumulátory, galvanické články a baterie 	17661	14008
31410000-3  	Galvanické články	17662	17661
31411000-0  	Alkalické baterie	17663	17662
31420000-6  	Galvanické baterie 	17664	17661
31421000-3  	Olověné baterie	17665	17664
31422000-0  	Jednotky bateriových zdrojů	17666	17664
31430000-9  	Elektrické akumulátory 	17667	17661
31431000-6  	Olověné akumulátory	17668	17667
31432000-3  	Nikl-kadmiové akumulátory	17669	17667
31433000-0  	Ocelo-niklové akumulátory	17670	17667
31434000-7  	Lithiové akumulátory 	17671	17667
31440000-2  	Baterie	17672	17661
